date,WSJ_NMPU_LM,WSJ_NMPU_ML,NYT_NMPU_LM,NYT_NMPU_ML,WSJ_INFU_LM,WSJ_INFU_ML,NYT_INFU_LM,NYT_INFU_ML,EPU,VIX,MPU_MKT,MOVE,WSJ_INFU_LM_weighted,WSJ_INFU_ML_weighted,WSJ_INFU_LM_screened,WSJ_INFU_ML_screened,NYT_INFU_LM_weighted,NYT_INFU_ML_weighted,NYT_INFU_LM_screened,NYT_INFU_ML_screened,WSJ_GSCU_LM,WSJ_GSCU_ML,NYT_GSCU_LM,NYT_GSCU_ML,NYT_CREDIT_RATING_MAI,NYT_GDP_MAI,NYT_HSNG_MAI,NYT_INFL_MAI,NYT_MONETARY_MAI,NYT_OIL_MAI,NYT_UNEMP_MAI,NYT_USD_MAI,WSJ_CREDIT_RATING_MAI,WSJ_GDP_MAI,WSJ_HSNG_MAI,WSJ_INFL_MAI,WSJ_MONETARY_MAI,WSJ_OIL_MAI,WSJ_UNEMP_MAI,WSJ_USD_MAI
1985-05-31 00:00:00,0.01341493,0.01680411,0.009039599,0.015356612,0.010346988,0.016647903,0.007950338,0.016399694,124.9745455,,,,0.010926184,0.018177925,0.011064551,0.018491812,0.008271905,0.016545439,0.008270895,0.016900913,0.007604731,0.012033545,0.006213875,0.009848852,0.121588046,0.14185272,0.101323371,0.709263599,0.911910342,1.66170329,0.405293485,0.040529349,0.464073534,1.082838247,0.103127452,2.500840713,2.47505885,3.300078467,1.701602959,1.804730411
1985-06-30 00:00:00,0.011324732,0.0158993,0.011820523,0.019426286,0.011343542,0.018179573,0.008593858,0.015476748,143.749,,,,0.011540888,0.018907953,0.011096914,0.01914222,0.009201399,0.016695818,0.009291761,0.016901623,0.007466643,0.012077372,0.006937564,0.010728222,0.278773397,0.219036241,0.119474313,0.836320191,0.816407806,0.79649542,0.338510554,0.039824771,0.859106529,1.145475372,0.085910653,2.691867125,2.176403207,3.006872852,1.202749141,1.4604811
1985-07-31 00:00:00,0.009752118,0.014931058,0.010566448,0.016843411,0.01074148,0.015983564,0.009537892,0.017204081,97.91318182,,,,0.010522829,0.015913401,0.010065455,0.015253687,0.009567453,0.017535666,0.009508934,0.018625731,0.007189025,0.011906096,0.006872903,0.010608747,0.143507831,0.239179718,0.143507831,1.052390757,1.076308729,1.387242362,0.502277407,0.023917972,0.561468607,1.431744947,0.224587443,2.58275559,2.077433844,3.144224197,1.291377795,2.52660873
1985-08-31 00:00:00,0.010613575,0.01548432,0.008199431,0.015232635,0.010851136,0.015715487,0.008349397,0.013594737,141.6909091,,,,0.010729973,0.014947194,0.01094896,0.014580333,0.007886795,0.013067381,0.009301187,0.012839212,0.006505595,0.011066587,0.006756851,0.010463028,0.104931794,0.209863589,0.104931794,0.566631689,0.986358867,0.776495278,0.314795383,0.104931794,0.37746806,0.842044135,0.116144019,2.003484321,1.596980256,2.990708479,0.958188153,1.800232288
1985-09-30 00:00:00,0.01021474,0.016288015,0.010868037,0.01967671,0.008571262,0.014570912,0.008497316,0.015235364,96.73368421,,,,0.009273819,0.014648364,0.009442271,0.014418397,0.009233909,0.016581977,0.009635808,0.017448922,0.006700822,0.010906862,0.007264737,0.012132128,0.309969636,0.243547571,0.088562753,0.952049595,1.173456478,0.929908907,0.442813765,0.022140688,0.198253481,1.123436394,0.033042247,3.105971206,2.511210762,2.147746047,1.784281331,2.015577059
1985-10-31 00:00:00,0.008906262,0.015348334,0.009131208,0.016644515,0.008801103,0.01532316,0.008100726,0.016095999,82.85347826,,,,0.009287454,0.01655376,0.008862357,0.015533641,0.008960856,0.016843649,0.009157372,0.016906358,0.006179973,0.011378525,0.006449704,0.010866679,0.153846154,0.25,0.038461538,0.634615385,0.923076923,0.769230769,0.346153846,0.038461538,0.261028452,0.913599582,0.234925607,2.427564605,2.218741843,2.036021926,1.20073088,1.85330201
1985-11-30 00:00:00,0.008747255,0.015217772,0.008746379,0.014517726,0.009428336,0.015899175,0.007391145,0.015108882,107.2925,,,,0.010008794,0.017557457,0.010215206,0.017933149,0.007310644,0.014069035,0.007378331,0.014274676,0.006082532,0.010652823,0.006166821,0.009392361,0.117713004,0.176569507,0.019618834,0.451233184,0.686659193,0.902466368,0.255044843,0.019618834,0.22131888,0.695573622,0.347786811,2.371273713,1.960252936,2.78229449,0.727190605,1.612466125
1985-12-31 00:00:00,0.008900811,0.0140324,0.009571788,0.015973874,0.010126981,0.014293765,0.008675379,0.015716211,110.9195238,,,,0.009440254,0.013952035,0.009082217,0.013350427,0.008790346,0.015996835,0.008791953,0.016624019,0.006423858,0.010985215,0.006066525,0.009695247,0.097344271,0.13628198,0.116813126,0.681409899,0.992911567,1.810603446,0.350439377,0.038937709,0.332577475,0.695389267,0.15117158,2.418745276,2.38851096,4.414210128,1.179138322,1.42101285
1986-01-31 00:00:00,0.00989159,0.016515312,0.011762442,0.01915059,0.009696659,0.015513405,0.009622352,0.017281487,117.7204545,,,,0.009903858,0.017203913,0.009945075,0.017469493,0.010703298,0.018646996,0.011809539,0.018763609,0.006517988,0.011321573,0.007241856,0.01141559,0.099189236,0.317405555,0.059513541,0.991892358,1.408487149,2.420217354,0.813351734,0.019837847,0.148249368,0.978445831,0.088949621,2.757438251,2.312690146,4.032382819,1.334244315,2.134790904
1986-02-28 00:00:00,0.009362201,0.014157122,0.011123968,0.017305022,0.009499085,0.015208002,0.009740749,0.016272172,140.4063158,,,,0.010108921,0.016600239,0.010431949,0.016799487,0.009912157,0.016201407,0.010033421,0.016415573,0.00673141,0.011553508,0.007370558,0.011717286,0.020332849,0.264327034,0.081331395,0.935311042,0.935311042,2.56193894,0.589652613,0.060998546,0.360153884,0.785790292,0.163706311,3.30686748,2.291888352,5.827944667,1.571580584,2.160923304
